control_replicate,control_token_index,design,dominant_overlap,dominant_roi,group_overlap__Body,group_overlap__Face,group_overlap__Scene,group_overlap__V1,group_overlap__V2,group_overlap__V3,group_overlap__V4,group_overlap__Word,hemisphere,max_off_target_overlap,mean_ncsnr,num_groups_ge_0.10,num_groups_ge_0.25,num_groups_ge_0.40,num_groups_ge_0.50,num_vertices,purity_margin,roi_overlap__floc-bodies__EBA,roi_overlap__floc-bodies__FBA-1,roi_overlap__floc-bodies__FBA-2,roi_overlap__floc-faces__FFA-1,roi_overlap__floc-faces__FFA-2,roi_overlap__floc-faces__OFA,roi_overlap__floc-places__OPA,roi_overlap__floc-places__PPA,roi_overlap__floc-places__RSC,roi_overlap__floc-words__OWFA,roi_overlap__floc-words__VWFA-1,roi_overlap__floc-words__VWFA-2,roi_overlap__floc-words__mfs-words,roi_overlap__prf-visualrois__V1d,roi_overlap__prf-visualrois__V1v,roi_overlap__prf-visualrois__V2d,roi_overlap__prf-visualrois__V2v,roi_overlap__prf-visualrois__V3d,roi_overlap__prf-visualrois__V3v,roi_overlap__prf-visualrois__hV4,schaefer_parcel_index,target_category,target_group_max_overlap,target_off_target_dual_high_overlap,target_overlap_ge_0.10,target_overlap_ge_0.25,target_overlap_ge_0.40,target_overlap_ge_0.50,top200_token_index
1,65,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.3888888888888889,0.007936507936507936,0.0,0.0,lh,0.3888888888888889,0.3773611783981323,1,1,0,0,252,-0.3888888888888889,,,,,,,,,,,,,,,,0.3888888888888889,,0.007936507936507936,,,61,Scene,0.0,False,False,False,False,False,65
1,68,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.03508771929824561,0.0,0.0,lh,0.03508771929824561,0.3729315996170044,0,0,0,0,171,-0.03508771929824561,,,,,,,,,,,,,,,,,,,0.03508771929824561,,15,Scene,0.0,False,False,False,False,False,68
1,80,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lh,0.0,0.3439388871192932,0,0,0,0,246,0.0,,,,,,,,,,,,,,,,,,,,,194,Scene,0.0,False,False,False,False,False,80
1,120,full,0.0,Unlabeled,0.3746958637469586,0.0,0.0,0.0,0.0,0.0,0.0,0.0535279805352798,rh,0.3746958637469586,0.5772696137428284,1,1,0,0,411,-0.3746958637469586,0.3746958637469586,,,,,,,,,,0.0535279805352798,,,,,,,,,,189,Scene,0.0,False,False,False,False,False,120
1,121,full,0.0,Unlabeled,0.007042253521126761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.007042253521126761,0.5746031403541565,0,0,0,0,284,-0.007042253521126761,0.007042253521126761,,,,,,,,,,,,,,,,,,,,245,Scene,0.0,False,False,False,False,False,121
1,122,full,0.0,Unlabeled,0.23013698630136986,0.01643835616438356,0.0,0.0,0.0,0.052054794520547946,0.4794520547945205,0.0,rh,0.4794520547945205,0.572909951210022,2,1,1,0,365,-0.4794520547945205,,0.23013698630136986,,0.01643835616438356,,,,,,,,,,,,,,,0.052054794520547946,0.4794520547945205,7,Scene,0.0,False,False,False,False,False,122
1,123,full,0.5975103734439834,V2,0.0,0.0,0.0,0.0,0.5975103734439834,0.4024896265560166,0.0,0.0,rh,0.5975103734439834,0.5699483156204224,2,2,2,1,241,-0.5975103734439834,,,,,,,,,,,,,,,,,0.5975103734439834,,0.4024896265560166,,17,Scene,0.0,False,False,False,False,False,123
1,131,full,0.0,Unlabeled,0.0,0.0,0.1437308868501529,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.5463010668754578,1,0,0,0,327,0.1437308868501529,,,,,,,,0.1437308868501529,,,,,,,,,,,,,8,Scene,0.1437308868501529,False,True,False,False,False,131
1,133,full,0.0,Unlabeled,0.0,0.0,0.0,0.3350253807106599,0.36548223350253806,0.0,0.0,0.0,rh,0.36548223350253806,0.5385251641273499,2,2,0,0,197,-0.36548223350253806,,,,,,,,,,,,,,,0.3350253807106599,,0.36548223350253806,,,,27,Scene,0.0,False,False,False,False,False,133
1,138,full,0.5953488372093023,Body,0.5953488372093023,0.4441860465116279,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.5953488372093023,0.512506902217865,2,2,2,1,430,-0.5953488372093023,,,0.5953488372093023,0.14651162790697675,0.4441860465116279,,,,,,,,,,,,,,,,1,Scene,0.0,False,False,False,False,False,138
1,143,full,0.7455357142857143,V3,0.0,0.013392857142857142,0.0,0.0,0.05357142857142857,0.7455357142857143,0.07589285714285714,0.625,rh,0.7455357142857143,0.4982433319091797,2,2,2,2,224,-0.7455357142857143,,,,,,0.013392857142857142,,,,0.625,,,,,,,0.05357142857142857,0.008928571428571428,0.7455357142857143,0.07589285714285714,19,Scene,0.0,False,False,False,False,False,143
1,148,full,0.0,Unlabeled,0.42857142857142855,0.4318936877076412,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.4318936877076412,0.4778825640678406,2,2,2,0,301,-0.4318936877076412,,,0.42857142857142855,,0.4318936877076412,,,,,,,,,,,,,,,,184,Scene,0.0,False,False,False,False,False,148
1,151,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.4700580835342407,0,0,0,0,249,0.0,,,,,,,,,,,,,,,,,,,,,79,Scene,0.0,False,False,False,False,False,151
1,154,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.45569831132888794,0,0,0,0,292,0.0,,,,,,,,,,,,,,,,,,,,,249,Scene,0.0,False,False,False,False,False,154
1,160,full,0.8419452887537994,V4,0.02127659574468085,0.3130699088145897,0.0,0.0,0.0,0.030395136778115502,0.8419452887537994,0.015197568389057751,rh,0.8419452887537994,0.4216294586658478,2,2,1,1,329,-0.8419452887537994,,0.02127659574468085,,,,0.3130699088145897,,,,0.015197568389057751,,,,,,,,,0.030395136778115502,0.8419452887537994,10,Scene,0.0,False,False,False,False,False,160
1,162,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.4095625877380371,0,0,0,0,192,0.0,,,,,,,,,,,,,,,,,,,,,73,Scene,0.0,False,False,False,False,False,162
1,166,full,0.6789473684210526,Word,0.5684210526315789,0.1368421052631579,0.0,0.0,0.0,0.0,0.0,0.6789473684210526,rh,0.6789473684210526,0.40159687399864197,3,2,2,2,190,-0.6789473684210526,0.5684210526315789,,,,,0.1368421052631579,,,,0.6789473684210526,,,,,,,,,,,25,Scene,0.0,False,False,False,False,False,166
1,173,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.3821990489959717,0,0,0,0,222,0.0,,,,,,,,,,,,,,,,,,,,,215,Scene,0.0,False,False,False,False,False,173
1,176,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.3756176233291626,0,0,0,0,227,0.0,,,,,,,,,,,,,,,,,,,,,205,Scene,0.0,False,False,False,False,False,176
1,185,full,0.8075117370892019,Body,0.8075117370892019,0.0,0.6150234741784038,0.0,0.0,0.0,0.0,0.0,rh,0.8075117370892019,0.3597140610218048,2,2,2,2,213,-0.19248826291079812,0.8075117370892019,,,,,,0.6150234741784038,,,,,,,,,,,,,,194,Scene,0.6150234741784038,True,True,True,True,True,185
2,7,full,0.9553571428571429,Body,0.9553571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lh,0.9553571428571429,0.7111992835998535,1,1,1,1,336,-0.9553571428571429,0.9553571428571429,,,,,,,,,,,,,,,,,,,,182,Scene,0.0,False,False,False,False,False,7
2,15,full,0.6351351351351351,V3,0.0,0.0,0.0,0.0,0.21621621621621623,0.6351351351351351,0.14864864864864866,0.0,lh,0.6351351351351351,0.6296619772911072,3,1,1,1,148,-0.6351351351351351,,,,,,,,,,,,,,,,,0.21621621621621623,,0.6351351351351351,0.14864864864864866,17,Scene,0.0,False,False,False,False,False,15
2,16,full,0.8321167883211679,Face,0.7664233576642335,0.8321167883211679,0.0,0.0,0.0,0.0,0.0,0.27007299270072993,lh,0.8321167883211679,0.6251530051231384,3,3,2,2,137,-0.8321167883211679,,0.7664233576642335,,0.8321167883211679,,,,,,,0.27007299270072993,,,,,,,,,,6,Scene,0.0,False,False,False,False,False,16
2,17,full,0.7777777777777778,V1,0.0,0.0,0.0,0.7777777777777778,0.06790123456790123,0.0,0.0,0.0,lh,0.7777777777777778,0.6222882866859436,1,1,1,1,162,-0.7777777777777778,,,,,,,,,,,,,,0.7777777777777778,,0.06790123456790123,,,,,51,Scene,0.0,False,False,False,False,False,17
2,18,full,0.9774011299435028,Body,0.9774011299435028,0.0,0.0,0.0,0.0,0.0,0.0,0.002824858757062147,lh,0.9774011299435028,0.6210088133811951,1,1,1,1,354,-0.9774011299435028,0.9774011299435028,,,,,,,,,,0.002824858757062147,,,,,,,,,,35,Scene,0.0,False,False,False,False,False,18
2,39,full,0.6684782608695652,Body,0.6684782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lh,0.6684782608695652,0.48164424300193787,1,1,1,1,184,-0.6684782608695652,0.6684782608695652,,,,,,,,,,,,,,,,,,,,179,Scene,0.0,False,False,False,False,False,39
2,44,full,0.7644787644787645,Word,0.6988416988416989,0.0,0.0,0.0,0.0,0.0,0.0,0.7644787644787645,lh,0.7644787644787645,0.47377699613571167,2,2,2,2,259,-0.7644787644787645,0.6988416988416989,,,,,,,,,,0.7644787644787645,,,,,,,,,,20,Scene,0.0,False,False,False,False,False,44
2,47,full,0.0,Unlabeled,0.031746031746031744,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.23809523809523808,lh,0.23809523809523808,0.4623631536960602,1,0,0,0,252,-0.23809523809523808,,0.031746031746031744,,0.023809523809523808,,,,,,,,,0.23809523809523808,,,,,,,,3,Scene,0.0,False,False,False,False,False,47
2,49,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lh,0.0,0.45416495203971863,0,0,0,0,365,0.0,,,,,,,,,,,,,,,,,,,,,233,Scene,0.0,False,False,False,False,False,49
2,55,full,0.0,Unlabeled,0.0,0.0,0.05573770491803279,0.0,0.0,0.0,0.0,0.0,lh,0.0,0.42933809757232666,0,0,0,0,305,0.05573770491803279,,,,,,,0.05573770491803279,,,,,,,,,,,,,,192,Scene,0.05573770491803279,False,False,False,False,False,55
2,67,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lh,0.0,0.3755069971084595,0,0,0,0,255,0.0,,,,,,,,,,,,,,,,,,,,,496,Scene,0.0,False,False,False,False,False,67
2,68,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.03508771929824561,0.0,0.0,lh,0.03508771929824561,0.3729315996170044,0,0,0,0,171,-0.03508771929824561,,,,,,,,,,,,,,,,,,,0.03508771929824561,,15,Scene,0.0,False,False,False,False,False,68
2,85,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lh,0.0,0.3313343822956085,0,0,0,0,123,0.0,,,,,,,,,,,,,,,,,,,,,473,Scene,0.0,False,False,False,False,False,85
2,99,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lh,0.0,0.3034372627735138,0,0,0,0,292,0.0,,,,,,,,,,,,,,,,,,,,,219,Scene,0.0,False,False,False,False,False,99
2,119,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.5871975421905518,0,0,0,0,244,0.0,,,,,,,,,,,,,,,,,,,,,224,Scene,0.0,False,False,False,False,False,119
2,122,full,0.0,Unlabeled,0.23013698630136986,0.01643835616438356,0.0,0.0,0.0,0.052054794520547946,0.4794520547945205,0.0,rh,0.4794520547945205,0.572909951210022,2,1,1,0,365,-0.4794520547945205,,0.23013698630136986,,0.01643835616438356,,,,,,,,,,,,,,,0.052054794520547946,0.4794520547945205,7,Scene,0.0,False,False,False,False,False,122
2,123,full,0.5975103734439834,V2,0.0,0.0,0.0,0.0,0.5975103734439834,0.4024896265560166,0.0,0.0,rh,0.5975103734439834,0.5699483156204224,2,2,2,1,241,-0.5975103734439834,,,,,,,,,,,,,,,,,0.5975103734439834,,0.4024896265560166,,17,Scene,0.0,False,False,False,False,False,123
2,129,full,0.0,Unlabeled,0.18666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.18666666666666668,0.5526844263076782,1,0,0,0,300,-0.18666666666666668,0.18666666666666668,,,,,,,,,,,,,,,,,,,,412,Scene,0.0,False,False,False,False,False,129
2,131,full,0.0,Unlabeled,0.0,0.0,0.1437308868501529,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.5463010668754578,1,0,0,0,327,0.1437308868501529,,,,,,,,0.1437308868501529,,,,,,,,,,,,,8,Scene,0.1437308868501529,False,True,False,False,False,131
2,133,full,0.0,Unlabeled,0.0,0.0,0.0,0.3350253807106599,0.36548223350253806,0.0,0.0,0.0,rh,0.36548223350253806,0.5385251641273499,2,2,0,0,197,-0.36548223350253806,,,,,,,,,,,,,,,0.3350253807106599,,0.36548223350253806,,,,27,Scene,0.0,False,False,False,False,False,133
2,134,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.4867549668874172,0.3079470198675497,0.0,0.0,rh,0.4867549668874172,0.5336077809333801,2,2,1,0,302,-0.4867549668874172,,,,,,,,,,,,,,,,0.4867549668874172,,0.3079470198675497,,,60,Scene,0.0,False,False,False,False,False,134
2,136,full,0.9638009049773756,Body,0.9638009049773756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.9638009049773756,0.5264740586280823,1,1,1,1,221,-0.9638009049773756,0.9638009049773756,,,,,,,,,,,,,,,,,,,,193,Scene,0.0,False,False,False,False,False,136
2,150,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.34831460674157305,0.14606741573033707,0.0,rh,0.34831460674157305,0.47259294986724854,2,1,0,0,178,-0.34831460674157305,,,,,,,,,,,,,,,,,,,0.34831460674157305,0.14606741573033707,13,Scene,0.0,False,False,False,False,False,150
2,151,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.4700580835342407,0,0,0,0,249,0.0,,,,,,,,,,,,,,,,,,,,,79,Scene,0.0,False,False,False,False,False,151
2,153,full,0.5364806866952789,Body,0.5364806866952789,0.0,0.33047210300429186,0.0,0.0,0.0,0.0,0.09871244635193133,rh,0.5364806866952789,0.45591914653778076,2,2,1,1,233,-0.20600858369098707,0.5364806866952789,,,,,,0.33047210300429186,,,0.09871244635193133,,,,,,,,,,,38,Scene,0.33047210300429186,False,True,True,False,False,153
2,154,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.45569831132888794,0,0,0,0,292,0.0,,,,,,,,,,,,,,,,,,,,,249,Scene,0.0,False,False,False,False,False,154
2,157,full,0.5892255892255892,V2,0.0,0.0,0.0,0.367003367003367,0.5892255892255892,0.003367003367003367,0.0,0.0,rh,0.5892255892255892,0.4358782470226288,2,2,1,1,297,-0.5892255892255892,,,,,,,,,,,,,,0.04040404040404041,0.367003367003367,,0.5892255892255892,,0.003367003367003367,,26,Scene,0.0,False,False,False,False,False,157
2,162,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.4095625877380371,0,0,0,0,192,0.0,,,,,,,,,,,,,,,,,,,,,73,Scene,0.0,False,False,False,False,False,162
2,167,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.3935374617576599,0,0,0,0,434,0.0,,,,,,,,,,,,,,,,,,,,,497,Scene,0.0,False,False,False,False,False,167
2,183,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.3607761263847351,0,0,0,0,193,0.0,,,,,,,,,,,,,,,,,,,,,216,Scene,0.0,False,False,False,False,False,183
2,184,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.35992905497550964,0,0,0,0,241,0.0,,,,,,,,,,,,,,,,,,,,,246,Scene,0.0,False,False,False,False,False,184
3,15,full,0.6351351351351351,V3,0.0,0.0,0.0,0.0,0.21621621621621623,0.6351351351351351,0.14864864864864866,0.0,lh,0.6351351351351351,0.6296619772911072,3,1,1,1,148,-0.6351351351351351,,,,,,,,,,,,,,,,,0.21621621621621623,,0.6351351351351351,0.14864864864864866,17,Scene,0.0,False,False,False,False,False,15
3,17,full,0.7777777777777778,V1,0.0,0.0,0.0,0.7777777777777778,0.06790123456790123,0.0,0.0,0.0,lh,0.7777777777777778,0.6222882866859436,1,1,1,1,162,-0.7777777777777778,,,,,,,,,,,,,,0.7777777777777778,,0.06790123456790123,,,,,51,Scene,0.0,False,False,False,False,False,17
3,18,full,0.9774011299435028,Body,0.9774011299435028,0.0,0.0,0.0,0.0,0.0,0.0,0.002824858757062147,lh,0.9774011299435028,0.6210088133811951,1,1,1,1,354,-0.9774011299435028,0.9774011299435028,,,,,,,,,,0.002824858757062147,,,,,,,,,,35,Scene,0.0,False,False,False,False,False,18
3,27,full,0.88268156424581,Body,0.88268156424581,0.0,0.09217877094972067,0.0,0.0,0.0,0.0,0.0,lh,0.88268156424581,0.5291171669960022,1,1,1,1,358,-0.7905027932960893,0.88268156424581,,,,,,0.09217877094972067,,,,,,,,,,,,,,60,Scene,0.09217877094972067,False,False,False,False,False,27
3,35,full,0.0,Unlabeled,0.0,0.0,0.48863636363636365,0.0,0.0,0.0,0.0,0.0,lh,0.0,0.5053406357765198,1,1,1,0,176,0.48863636363636365,,,,,,,0.48863636363636365,,,,,,,,,,,,,,189,Scene,0.48863636363636365,False,True,True,True,False,35
3,38,full,0.9536585365853658,Word,0.17073170731707318,0.17560975609756097,0.0,0.0,0.0,0.0,0.0,0.9536585365853658,lh,0.9536585365853658,0.48745402693748474,3,1,1,1,410,-0.9536585365853658,0.0024390243902439024,0.17073170731707318,,0.17560975609756097,,,,,,,0.9536585365853658,,,,,,,,,,11,Scene,0.0,False,False,False,False,False,38
3,41,full,0.0,Unlabeled,0.0,0.0,0.13471502590673576,0.0,0.0,0.0,0.0,0.0,lh,0.0,0.48102566599845886,1,0,0,0,193,0.13471502590673576,,,,,,,,0.13471502590673576,,,,,,,,,,,,,18,Scene,0.13471502590673576,False,True,False,False,False,41
3,43,full,0.6533665835411472,Face,0.32917705735660846,0.6533665835411472,0.0,0.0,0.0,0.0,0.007481296758104738,0.07231920199501247,lh,0.6533665835411472,0.47391507029533386,2,2,1,1,401,-0.6533665835411472,,0.32917705735660846,,0.6533665835411472,,,,,,,0.0024937655860349127,,0.07231920199501247,,,,,,,0.007481296758104738,5,Scene,0.0,False,False,False,False,False,43
3,52,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.27927927927927926,0.5,0.0,0.0,lh,0.5,0.4418669641017914,2,2,1,1,222,-0.5,,,,,,,,,,,,,,,,,0.27927927927927926,,0.5,,16,Scene,0.0,False,False,False,False,False,52
3,58,full,0.0,Unlabeled,0.0,0.0,0.29385964912280704,0.0,0.0,0.0,0.0,0.0,lh,0.0,0.4188014268875122,1,1,0,0,228,0.29385964912280704,,,,,,,,,0.29385964912280704,,,,,,,,,,,,471,Scene,0.29385964912280704,False,True,True,False,False,58
3,63,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lh,0.0,0.3844403028488159,0,0,0,0,158,0.0,,,,,,,,,,,,,,,,,,,,,280,Scene,0.0,False,False,False,False,False,63
3,66,full,0.0,Unlabeled,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lh,0.058823529411764705,0.3771337866783142,0,0,0,0,272,-0.058823529411764705,0.058823529411764705,,,,,,,,,,,,,,,,,,,,377,Scene,0.0,False,False,False,False,False,66
3,85,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lh,0.0,0.3313343822956085,0,0,0,0,123,0.0,,,,,,,,,,,,,,,,,,,,,473,Scene,0.0,False,False,False,False,False,85
3,99,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lh,0.0,0.3034372627735138,0,0,0,0,292,0.0,,,,,,,,,,,,,,,,,,,,,219,Scene,0.0,False,False,False,False,False,99
3,122,full,0.0,Unlabeled,0.23013698630136986,0.01643835616438356,0.0,0.0,0.0,0.052054794520547946,0.4794520547945205,0.0,rh,0.4794520547945205,0.572909951210022,2,1,1,0,365,-0.4794520547945205,,0.23013698630136986,,0.01643835616438356,,,,,,,,,,,,,,,0.052054794520547946,0.4794520547945205,7,Scene,0.0,False,False,False,False,False,122
3,123,full,0.5975103734439834,V2,0.0,0.0,0.0,0.0,0.5975103734439834,0.4024896265560166,0.0,0.0,rh,0.5975103734439834,0.5699483156204224,2,2,2,1,241,-0.5975103734439834,,,,,,,,,,,,,,,,,0.5975103734439834,,0.4024896265560166,,17,Scene,0.0,False,False,False,False,False,123
3,125,full,0.6618075801749271,Body,0.6618075801749271,0.0,0.0,0.0,0.0,0.0,0.0,0.5539358600583091,rh,0.6618075801749271,0.5621882677078247,2,2,2,2,343,-0.6618075801749271,0.6618075801749271,,,,,,,,,,0.5539358600583091,0.02040816326530612,,,,,,,,,187,Scene,0.0,False,False,False,False,False,125
3,130,full,0.9212121212121213,V1,0.0,0.0,0.0,0.9212121212121213,0.012121212121212121,0.0,0.0,0.0,rh,0.9212121212121213,0.548660159111023,1,1,1,1,165,-0.9212121212121213,,,,,,,,,,,,,,0.9212121212121213,0.06666666666666667,0.012121212121212121,,,,,36,Scene,0.0,False,False,False,False,False,130
3,133,full,0.0,Unlabeled,0.0,0.0,0.0,0.3350253807106599,0.36548223350253806,0.0,0.0,0.0,rh,0.36548223350253806,0.5385251641273499,2,2,0,0,197,-0.36548223350253806,,,,,,,,,,,,,,,0.3350253807106599,,0.36548223350253806,,,,27,Scene,0.0,False,False,False,False,False,133
3,136,full,0.9638009049773756,Body,0.9638009049773756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.9638009049773756,0.5264740586280823,1,1,1,1,221,-0.9638009049773756,0.9638009049773756,,,,,,,,,,,,,,,,,,,,193,Scene,0.0,False,False,False,False,False,136
3,138,full,0.5953488372093023,Body,0.5953488372093023,0.4441860465116279,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.5953488372093023,0.512506902217865,2,2,2,1,430,-0.5953488372093023,,,0.5953488372093023,0.14651162790697675,0.4441860465116279,,,,,,,,,,,,,,,,1,Scene,0.0,False,False,False,False,False,138
3,151,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.4700580835342407,0,0,0,0,249,0.0,,,,,,,,,,,,,,,,,,,,,79,Scene,0.0,False,False,False,False,False,151
3,157,full,0.5892255892255892,V2,0.0,0.0,0.0,0.367003367003367,0.5892255892255892,0.003367003367003367,0.0,0.0,rh,0.5892255892255892,0.4358782470226288,2,2,1,1,297,-0.5892255892255892,,,,,,,,,,,,,,0.04040404040404041,0.367003367003367,,0.5892255892255892,,0.003367003367003367,,26,Scene,0.0,False,False,False,False,False,157
3,160,full,0.8419452887537994,V4,0.02127659574468085,0.3130699088145897,0.0,0.0,0.0,0.030395136778115502,0.8419452887537994,0.015197568389057751,rh,0.8419452887537994,0.4216294586658478,2,2,1,1,329,-0.8419452887537994,,0.02127659574468085,,,,0.3130699088145897,,,,0.015197568389057751,,,,,,,,,0.030395136778115502,0.8419452887537994,10,Scene,0.0,False,False,False,False,False,160
3,162,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.4095625877380371,0,0,0,0,192,0.0,,,,,,,,,,,,,,,,,,,,,73,Scene,0.0,False,False,False,False,False,162
3,167,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.3935374617576599,0,0,0,0,434,0.0,,,,,,,,,,,,,,,,,,,,,497,Scene,0.0,False,False,False,False,False,167
3,168,full,0.0,Unlabeled,0.4474708171206226,0.4980544747081712,0.0,0.0,0.0,0.0,0.17120622568093385,0.0038910505836575876,rh,0.4980544747081712,0.3911610245704651,3,2,2,0,257,-0.4980544747081712,,0.4474708171206226,0.0038910505836575876,0.4980544747081712,,,,,,,0.0038910505836575876,,,,,,,,,0.17120622568093385,5,Scene,0.0,False,False,False,False,False,168
3,172,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.38496118783950806,0,0,0,0,404,0.0,,,,,,,,,,,,,,,,,,,,,389,Scene,0.0,False,False,False,False,False,172
3,185,full,0.8075117370892019,Body,0.8075117370892019,0.0,0.6150234741784038,0.0,0.0,0.0,0.0,0.0,rh,0.8075117370892019,0.3597140610218048,2,2,2,2,213,-0.19248826291079812,0.8075117370892019,,,,,,0.6150234741784038,,,,,,,,,,,,,,194,Scene,0.6150234741784038,True,True,True,True,True,185
3,188,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.3450150191783905,0,0,0,0,190,0.0,,,,,,,,,,,,,,,,,,,,,201,Scene,0.0,False,False,False,False,False,188
3,190,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.33961009979248047,0,0,0,0,185,0.0,,,,,,,,,,,,,,,,,,,,,221,Scene,0.0,False,False,False,False,False,190
4,5,full,0.550314465408805,V1,0.0,0.0,0.0,0.550314465408805,0.2672955974842767,0.0,0.0,0.0,lh,0.550314465408805,0.7401266098022461,2,2,1,1,318,-0.550314465408805,,,,,,,,,,,,,,,0.550314465408805,,0.2672955974842767,,,,26,Scene,0.0,False,False,False,False,False,5
4,9,full,1.0,Body,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lh,1.0,0.6841720342636108,1,1,1,1,85,-1.0,1.0,,,,,,,,,,,,,,,,,,,,58,Scene,0.0,False,False,False,False,False,9
4,18,full,0.9774011299435028,Body,0.9774011299435028,0.0,0.0,0.0,0.0,0.0,0.0,0.002824858757062147,lh,0.9774011299435028,0.6210088133811951,1,1,1,1,354,-0.9774011299435028,0.9774011299435028,,,,,,,,,,0.002824858757062147,,,,,,,,,,35,Scene,0.0,False,False,False,False,False,18
4,19,full,0.0,Unlabeled,0.0,0.0,0.33516483516483514,0.0,0.0,0.31868131868131866,0.0,0.0,lh,0.31868131868131866,0.5719456672668457,2,2,0,0,182,0.01648351648351648,,,,,,,0.33516483516483514,,,,,,,,,,,0.31868131868131866,,,63,Scene,0.33516483516483514,False,True,True,False,False,19
4,26,full,0.7528089887640449,V4,0.0,0.0,0.0,0.0,0.0,0.21348314606741572,0.7528089887640449,0.0,lh,0.7528089887640449,0.5347240567207336,2,1,1,1,178,-0.7528089887640449,,,,,,,,,,,,,,,,,,,0.21348314606741572,0.7528089887640449,9,Scene,0.0,False,False,False,False,False,26
4,32,full,0.0,Unlabeled,0.20123839009287925,0.0,0.015479876160990712,0.0,0.0,0.2043343653250774,0.0,0.0,lh,0.2043343653250774,0.5134915113449097,2,0,0,0,323,-0.18885448916408668,0.20123839009287925,,,,,,0.015479876160990712,,,,,,,,,,,0.2043343653250774,,,52,Scene,0.015479876160990712,False,False,False,False,False,32
4,35,full,0.0,Unlabeled,0.0,0.0,0.48863636363636365,0.0,0.0,0.0,0.0,0.0,lh,0.0,0.5053406357765198,1,1,1,0,176,0.48863636363636365,,,,,,,0.48863636363636365,,,,,,,,,,,,,,189,Scene,0.48863636363636365,False,True,True,True,False,35
